Symbol,Name,Sector,industry
NVIV,InVivo Therapeutics Holdings Corp.,Health Care,Medical/Dental Instruments
IONS,"Ionis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
IOVA,"Iovance Biotherapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IPGP,IPG Photonics Corporation,Technology,Semiconductors
CLRG,IQ Chaikin U.S. Large Cap ETF,n/a,n/a
CSML,IQ Chaikin U.S. Small Cap ETF,n/a,n/a
IQ,"iQIYI, Inc.",Consumer Services,Consumer Electronics/Video Chains
IRMD,iRadimed Corporation,Health Care,Medical/Dental Instruments
IRTC,"iRhythm Technologies, Inc.",Health Care,Medical/Dental Instruments
IRIX,IRIDEX Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
IRDM,Iridium Communications Inc,Capital Goods,Telecommunications Equipment
IRBT,iRobot Corporation,Consumer Durables,Consumer Electronics/Appliances
IRWD,"Ironwood Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
IRCP,IRSA Propiedades Comerciales S.A.,Consumer Services,Building operators
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,n/a,n/a
ISHG,iShares 1-3 Year International Treasury Bond ETF,n/a,n/a
SHY,iShares 1-3 Year Treasury Bond ETF,n/a,n/a
TLT,iShares 20+ Year Treasury Bond ETF,n/a,n/a
IEI,iShares 3-7 Year Treasury Bond ETF,n/a,n/a
IEF,iShares 7-10 Year Treasury Bond ETF,n/a,n/a
AIA,iShares Asia 50 ETF,n/a,n/a
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,n/a,n/a
COMT,iShares Commodities Select Strategy ETF,n/a,n/a
ISTB,iShares Core 1-5 Year USD Bond ETF,n/a,n/a
IXUS,iShares Core MSCI Total International Stock ETF,n/a,n/a
IUSG,iShares Core S&P U.S. Growth ETF,n/a,n/a
IUSV,iShares Core S&P U.S. Value ETF,n/a,n/a
IUSB,iShares Core Total USD Bond Market ETF,n/a,n/a
HEWG,iShares Currency Hedged MSCI Germany ETF,n/a,n/a
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,n/a,n/a
ESGD,iShares ESG MSCI EAFE ETF,n/a,n/a
ESGE,iShares ESG MSCI EM ETF,n/a,n/a
LDEM,iShares ESG MSCI EM Leaders ETF,n/a,n/a
ESGU,iShares ESG MSCI USA ETF,n/a,n/a
SUSL,iShares ESG MSCI USA Leaders ETF,n/a,n/a
SUSC,iShares ESG USD Corporate Bond ETF,n/a,n/a
XT,iShares Exponential Technologies ETF,n/a,n/a
FALN,iShares Fallen Angels USD Bond ETF,n/a,n/a
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,n/a,n/a
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,n/a,n/a
BGRN,iShares Global Green Bond ETF,n/a,n/a
IGF,iShares Global Infrastructure ETF,n/a,n/a
GNMA,iShares GNMA Bond ETF,n/a,n/a
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,n/a,n/a
IGIB,iShares Intermediate-Term Corporate Bond ETF,n/a,n/a
IGOV,iShares International Treasury Bond ETF,n/a,n/a
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,n/a,n/a
MBB,iShares MBS ETF,n/a,n/a
JKI,iShares Morningstar Mid-Cap ETF,n/a,n/a
ACWX,iShares MSCI ACWI ex US Index Fund,n/a,n/a
ACWI,iShares MSCI ACWI Index Fund,n/a,n/a
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,n/a,n/a
EWZS,iShares MSCI Brazil Small-Cap ETF,n/a,n/a
MCHI,iShares MSCI China ETF,n/a,n/a
SCZ,iShares MSCI EAFE Small-Cap ETF,n/a,n/a
EEMA,iShares MSCI Emerging Markets Asia ETF,n/a,n/a
EMXC,iShares MSCI Emerging Markets ex China ETF,n/a,n/a
EUFN,iShares MSCI Europe Financials Sector Index Fund,n/a,n/a
IEUS,iShares MSCI Europe Small-Cap ETF,n/a,n/a
RING,iShares MSCI Global Gold Miners ETF,n/a,n/a
SDG,iShares MSCI Global Impact ETF,n/a,n/a
EWJE,iShares MSCI Japan Equal Weighted ETF,n/a,n/a
EWJV,iShares MSCI Japan Value ETF,n/a,n/a
ENZL,iShares MSCI New Zealand ETF,n/a,n/a
QAT,iShares MSCI Qatar ETF,n/a,n/a
TUR,iShares MSCI Turkey ETF,n/a,n/a
UAE,iShares MSCI UAE ETF,n/a,n/a
IBB,iShares Nasdaq Biotechnology Index Fund,n/a,n/a
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,n/a,n/a
PFF,iShares Preferred and Income Securities ETF,n/a,n/a
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,n/a,n/a
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,n/a,n/a
ICLN,iShares S&P Global Clean Energy Index Fund,n/a,n/a
WOOD,iShares S&P Global Timber & Forestry Index Fund,n/a,n/a
INDY,iShares S&P India Nifty 50 Index Fund,n/a,n/a
IJT,iShares S&P Small-Cap 600 Growth ETF,n/a,n/a
DVY,iShares Select Dividend ETF,n/a,n/a
SHV,iShares Short Treasury Bond ETF,n/a,n/a
IGSB,iShares Short-Term Corporate Bond ETF,n/a,n/a
ITMR,Itamar Medical Ltd.,Health Care,Medical/Dental Instruments
ITI,"Iteris, Inc.",Capital Goods,Telecommunications Equipment
ITRM,Iterum Therapeutics plc,Health Care,Major Pharmaceuticals
ITRI,"Itron, Inc.",Capital Goods,Electrical Products
ITRN,Ituran Location and Control Ltd.,Technology,Electronic Components
ISEE,"IVERIC bio, Inc.",Health Care,Major Pharmaceuticals
IZEA,"IZEA Worldwide, Inc.",Consumer Services,Advertising
JJSF,J & J Snack Foods Corp.,Consumer Non-Durables,Specialty Foods
MAYS,"J. W. Mays, Inc.",Consumer Services,Building operators
JBHT,"J.B. Hunt Transport Services, Inc.",Transportation,Trucking Freight/Courier Services
JCOM,"j2 Global, Inc.",Technology,Telecommunications Equipment
JKHY,"Jack Henry & Associates, Inc.",Technology,EDP Services
JACK,Jack In The Box Inc.,Consumer Services,Restaurants
JAGX,"Jaguar Health, Inc.",Health Care,Major Pharmaceuticals
JAKK,"JAKKS Pacific, Inc.",Consumer Non-Durables,Recreational Products/Toys
JRVR,"James River Group Holdings, Ltd.",Finance,Property-Casualty Insurers
JAN,JanOne Inc.,Consumer Services,Home Furnishings
JSML,Janus Henderson Small Cap Growth Alpha ETF,n/a,n/a
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,n/a,n/a
JAZZ,Jazz Pharmaceuticals plc,Health Care,Major Pharmaceuticals
JD,"JD.com, Inc.",Consumer Services,Other Specialty Stores
JRSH,"Jerash Holdings (US), Inc.",Consumer Non-Durables,Apparel
JBLU,JetBlue Airways Corporation,Transportation,Air Freight/Delivery Services
JCTCF,Jewett-Cameron Trading Company,Consumer Services,RETAIL: Building Materials
JFIN,Jiayin Group Inc.,Finance,Finance: Consumer Services
JMPNL,JMP Group LLC,Finance,Investment Bankers/Brokers/Service
JMPNZ,JMP Group LLC,Finance,Investment Bankers/Brokers/Service
MFH,JMU Limited,Technology,EDP Services
JBSS,"John B. Sanfilippo & Son, Inc.",Consumer Non-Durables,Specialty Foods
JOUT,Johnson Outdoors Inc.,Consumer Non-Durables,Recreational Products/Toys
JNCE,"Jounce Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
YY,JOYY Inc.,Technology,EDP Services
KALU,Kaiser Aluminum Corporation,Capital Goods,Metal Fabrications
KXIN,Kaixin Auto Holdings,Consumer Durables,Automotive Aftermarket
KALA,"Kala Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
KLDO,"Kaleido Biosciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KALV,"KalVista Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
KMDA,Kamada Ltd.,Health Care,Major Pharmaceuticals
KNDI,"Kandi Technologies Group, Inc.",Capital Goods,Auto Manufacturing
KRTX,"Karuna Therapeutics, Inc.",Health Care,Major Pharmaceuticals
KPTI,Karyopharm Therapeutics Inc.,Health Care,Major Pharmaceuticals
KZIA,Kazia Therapeutics Limited,Health Care,Major Pharmaceuticals
KBLM,KBL Merger Corp. IV,Finance,Business Services
KBLMR,KBL Merger Corp. IV,Finance,Business Services
KBLMU,KBL Merger Corp. IV,Finance,Business Services
KBLMW,KBL Merger Corp. IV,Finance,Business Services
KBSF,KBS Fashion Group Limited,Consumer Non-Durables,Apparel
KRNY,Kearny Financial,Finance,Savings Institutions
KELYA,"Kelly Services, Inc.",Technology,Professional Services
KELYB,"Kelly Services, Inc.",Technology,Professional Services
KMPH,"KemPharm, Inc.",Health Care,Major Pharmaceuticals
KFFB,Kentucky First Federal Bancorp,Finance,Savings Institutions
KEQU,Kewaunee Scientific Corporation,Capital Goods,Medical Specialities
KTCC,Key Tronic Corporation,Technology,Computer peripheral equipment
KZR,"Kezar Life Sciences, Inc.",Health Care,Major Pharmaceuticals
KFRC,"Kforce, Inc.",Technology,Professional Services
KE,"Kimball Electronics, Inc.",Technology,Electrical Products
KBAL,"Kimball International, Inc.",Consumer Durables,Home Furnishings
KIN,"Kindred Biosciences, Inc.",Health Care,Major Pharmaceuticals
KGJI,Kingold Jewelry Inc.,Miscellaneous,Business Services
KINS,"Kingstone Companies, Inc",Finance,Property-Casualty Insurers
KNSA,"Kiniksa Pharmaceuticals, Ltd.",Health Care,Major Pharmaceuticals
KNSL,"Kinsale Capital Group, Inc.",Finance,Property-Casualty Insurers
KIRK,"Kirkland&#39;s, Inc.",Consumer Services,Other Specialty Stores
KTOV,Kitov Pharma Ltd.,Health Care,Major Pharmaceuticals
KTOVW,Kitov Pharma Ltd.,Health Care,Major Pharmaceuticals
KLAC,KLA Corporation ,Capital Goods,Electronic Components
KLXE,"KLX Energy Services Holdings, Inc. ",Energy,Oilfield Services/Equipment
KOD,Kodiak Sciences Inc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KOPN,Kopin Corporation,Technology,Semiconductors
KRNT,Kornit Digital Ltd.,Capital Goods,Industrial Machinery/Components
KOSS,Koss Corporation,Consumer Non-Durables,Consumer Electronics/Appliances
KWEB,KraneShares Trust KraneShares CSI China Internet ETF,n/a,n/a
KTOS,"Kratos Defense & Security Solutions, Inc.",Capital Goods,Military/Government/Technical
KRYS,"Krystal Biotech, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KLIC,"Kulicke and Soffa Industries, Inc.",Technology,Semiconductors
KURA,"Kura Oncology, Inc.",Health Care,Major Pharmaceuticals
KRUS,"Kura Sushi USA, Inc.",Consumer Services,Restaurants
KVHI,"KVH Industries, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
FSTR,L.B. Foster Company,Basic Industries,Metal Fabrications
LJPC,La Jolla Pharmaceutical Company,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LSBK,"Lake Shore Bancorp, Inc.",Finance,Savings Institutions
LBAI,"Lakeland Bancorp, Inc.",Finance,Major Banks
LKFN,Lakeland Financial Corporation,Finance,Major Banks
LAKE,"Lakeland Industries, Inc.",Health Care,Industrial Specialties
LRCX,Lam Research Corporation,Technology,Industrial Machinery/Components
LAMR,Lamar Advertising Company,Consumer Services,Real Estate Investment Trusts
LANC,Lancaster Colony Corporation,Consumer Non-Durables,Packaged Foods
LCA,"Landcadia Holdings II, Inc.",Finance,Business Services
LCAHU,"Landcadia Holdings II, Inc.",Finance,Business Services
LCAHW,"Landcadia Holdings II, Inc.",Finance,Business Services
LNDC,Landec Corporation,Consumer Non-Durables,Packaged Foods
LARK,Landmark Bancorp Inc.,Finance,Major Banks
LMRK,Landmark Infrastructure Partners LP,Consumer Services,Real Estate
LMRKN,Landmark Infrastructure Partners LP,Consumer Services,Real Estate
LMRKO,Landmark Infrastructure Partners LP,Consumer Services,Real Estate
LMRKP,Landmark Infrastructure Partners LP,Consumer Services,Real Estate
LE,"Lands&#39; End, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
LSTR,"Landstar System, Inc.",Transportation,Trucking Freight/Courier Services
LNTH,"Lantheus Holdings, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LTRX,"Lantronix, Inc.",Technology,Computer Communications Equipment
LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors
LAUR,"Laureate Education, Inc.",Consumer Services,Other Consumer Services
LAWS,"Lawson Products, Inc.",Consumer Durables,Industrial Specialties
LAZY,"Lazydays Holdings, Inc.",Consumer Durables,Automotive Aftermarket
LCNB,LCNB Corporation,Finance,Major Banks
LPTX,"LEAP THERAPEUTICS, INC.",Health Care,Major Pharmaceuticals
LEGH,Legacy Housing Corporation,Basic Industries,Homebuilding
INFR,Legg Mason Global Infrastructure ETF,n/a,n/a
LVHD,Legg Mason Low Volatility High Dividend ETF,n/a,n/a
SQLV,Legg Mason Small-Cap Quality Value ETF,n/a,n/a
LACQ,Leisure Acquisition Corp.,Finance,Business Services
LACQU,Leisure Acquisition Corp.,Finance,Business Services
LACQW,Leisure Acquisition Corp.,Finance,Business Services
LMAT,"LeMaitre Vascular, Inc.",Health Care,Medical/Dental Instruments
TREE,"LendingTree, Inc.",Finance,Finance: Consumer Services
LEVL,"Level One Bancorp, Inc.",Finance,Major Banks
LXRX,"Lexicon Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
LX,LexinFintech Holdings Ltd.,Finance,Finance: Consumer Services
LFAC,LF Capital Acquistion Corp.,Finance,Business Services
LFACU,LF Capital Acquistion Corp.,Finance,Business Services
LFACW,LF Capital Acquistion Corp.,Finance,Business Services
LGIH,"LGI Homes, Inc.",Capital Goods,Homebuilding
DFNSU,LGL Systems Acquisition Corp.,Finance,Business Services
LHCG,LHC Group,Health Care,Medical/Nursing Services
LLIT,Lianluo Smart Limited,Health Care,Medical/Dental Instruments
LBRDA,Liberty Broadband Corporation,Consumer Services,Television Services
LBRDK,Liberty Broadband Corporation,Consumer Services,Television Services
LBTYA,Liberty Global plc,n/a,n/a
LBTYB,Liberty Global plc,Consumer Services,Television Services
LBTYK,Liberty Global plc,n/a,n/a
LILA,Liberty Latin America Ltd.,Consumer Services,Television Services
LILAK,Liberty Latin America Ltd.,Consumer Services,Television Services
BATRA,Liberty Media Corporation,Consumer Services,Broadcasting
BATRK,Liberty Media Corporation,Consumer Services,Broadcasting
FWONA,Liberty Media Corporation,Consumer Services,Broadcasting
FWONK,Liberty Media Corporation,Consumer Services,Broadcasting
LSXMA,Liberty Media Corporation,Consumer Services,Broadcasting
LSXMB,Liberty Media Corporation,Consumer Services,Broadcasting
LSXMK,Liberty Media Corporation,Consumer Services,Broadcasting
LTRPA,"Liberty TripAdvisor Holdings, Inc.",Technology,EDP Services
LTRPB,"Liberty TripAdvisor Holdings, Inc.",Technology,EDP Services
LCUT,"Lifetime Brands, Inc.",Capital Goods,Industrial Machinery/Components
LFVN,Lifevantage Corporation,Health Care,Major Pharmaceuticals
LWAY,"Lifeway Foods, Inc.",Consumer Non-Durables,Packaged Foods
LGND,Ligand Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals
LTBR,Lightbridge Corporation,Consumer Services,Professional Services
LPTH,"LightPath Technologies, Inc.",Technology,Semiconductors
LLEX,"Lilis Energy, Inc.",Energy,Oil & Gas Production
LMB,"Limbach Holdings, Inc.",Basic Industries,Engineering & Construction
LLNW,"Limelight Networks, Inc.",Miscellaneous,Business Services
LMST,"Limestone Bancorp, Inc.",Finance,Major Banks
LMNL,Liminal BioSciences Inc.,Health Care,Major Pharmaceuticals
LMNR,Limoneira Co,Consumer Non-Durables,Farming/Seeds/Milling
LINC,Lincoln Educational Services Corporation,Consumer Services,Other Consumer Services
LECO,"Lincoln Electric Holdings, Inc.",Technology,Industrial Machinery/Components
LIND,Lindblad Expeditions Holdings Inc. ,Consumer Services,Transportation Services
LPCN,Lipocine Inc.,Health Care,Major Pharmaceuticals
LIQT,"LiqTech International, Inc.",Technology,Industrial Machinery/Components
YVR,Liquid Media Group Ltd.,Technology,Computer Software: Prepackaged Software
LQDA,"Liquidia Technologies, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LQDT,"Liquidity Services, Inc.",Miscellaneous,Business Services
LFUS,"Littelfuse, Inc.",Consumer Durables,Electrical Products
LIVK,LIV Capital Acquisition Corp.,Finance,Business Services
LIVKU,LIV Capital Acquisition Corp.,Finance,Business Services
LIVKW,LIV Capital Acquisition Corp.,Finance,Business Services
LIVN,LivaNova PLC,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LOB,"Live Oak Bancshares, Inc.",Finance,Major Banks
LIVE,Live Ventures Incorporated,Finance,Finance/Investors Services
LPSN,"LivePerson, Inc.",Technology,Computer Software: Prepackaged Software
LIVX,"LiveXLive Media, Inc.",Consumer Services,Restaurants
LVGO,"Livongo Health, Inc.",Technology,"Computer Software: Programming, Data Processing"
LIZI,LIZHI INC.,Technology,"Computer Software: Programming, Data Processing"
LKQ,LKQ Corporation,Consumer Services,Motor Vehicles
LMFA,"LM Funding America, Inc.",Finance,Finance: Consumer Services
LMFAW,"LM Funding America, Inc.",Finance,Finance: Consumer Services
LMPX,"LMP Automotive Holdings, Inc.",Consumer Durables,Automotive Aftermarket
LOGC,"LogicBio Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LOGI,Logitech International S.A.,Technology,Computer peripheral equipment
LOGM,"LogMein, Inc.",Technology,Computer Software: Prepackaged Software
CNCR,Loncar Cancer Immunotherapy ETF,n/a,n/a
CHNA,Loncar China BioPharma ETF,n/a,n/a
LONE,Lonestar Resources US Inc.,Energy,Oil & Gas Production
LOAC,Longevity Acquisition Corporation,Finance,Business Services
LOACR,Longevity Acquisition Corporation,Finance,Business Services
LOACU,Longevity Acquisition Corporation,Finance,Business Services
LOACW,Longevity Acquisition Corporation,Finance,Business Services
LOOP,"Loop Industries, Inc.",Basic Industries,Major Chemicals
LORL,"Loral Space and Communications, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
LPLA,LPL Financial Holdings Inc.,Finance,Investment Bankers/Brokers/Service
LYTS,LSI Industries Inc.,Consumer Durables,Building Products
LK,Luckin Coffee Inc.,Consumer Services,Restaurants
LULU,lululemon athletica inc.,Consumer Non-Durables,Apparel
LITE,Lumentum Holdings Inc.,Capital Goods,Telecommunications Equipment
LMNX,Luminex Corporation,Health Care,Medical/Dental Instruments
LUNA,Luna Innovations Incorporated,Health Care,Biotechnology: Commercial Physical & Biological Resarch
LKCO,Luokung Technology Corp,Technology,EDP Services
LBC,Luther Burbank Corporation,Finance,Major Banks
LYFT,"Lyft, Inc.",Miscellaneous,Business Services
MCBC,Macatawa Bank Corporation,Finance,Major Banks
MFNC,Mackinac Financial Corporation,Finance,Major Banks
MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors
MGNX,"MacroGenics, Inc.",Health Care,Major Pharmaceuticals
MDGL,"Madrigal Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
MAGS,Magal Security Systems Ltd.,Capital Goods,Telecommunications Equipment
MGLN,"Magellan Health, Inc.",Health Care,Hospital/Nursing Management
MGTA,"Magenta Therapeutics, Inc.",Health Care,Major Pharmaceuticals
MGIC,Magic Software Enterprises Ltd.,Technology,Computer Software: Prepackaged Software
MGYR,"Magyar Bancorp, Inc.",Finance,Savings Institutions
MHLD,"Maiden Holdings, Ltd.",Finance,Property-Casualty Insurers
MNSB,"MainStreet Bancshares, Inc.",Finance,Major Banks
MJCO,Majesco,Technology,Computer Software: Prepackaged Software
MMYT,MakeMyTrip Limited,Consumer Services,Transportation Services
MBUU,"Malibu Boats, Inc.",Capital Goods,Marine Transportation
MLVF,"Malvern Bancorp, Inc.",Finance,Savings Institutions
TUSK,"Mammoth Energy Services, Inc.",Energy,Oilfield Services/Equipment
MANH,"Manhattan Associates, Inc.",Technology,Computer Software: Prepackaged Software
LOAN,"Manhattan Bridge Capital, Inc",Consumer Services,Real Estate Investment Trusts
MNTX,"Manitex International, Inc.",Technology,Industrial Machinery/Components
MTEX,"Mannatech, Incorporated",Consumer Durables,Specialty Chemicals
MNKD,MannKind Corporation,Health Care,Major Pharmaceuticals
MANT,ManTech International Corporation,Consumer Services,Other Consumer Services
MARA,"Marathon Patent Group, Inc.",Miscellaneous,Multi-Sector Companies
MCHX,"Marchex, Inc.",Miscellaneous,Business Services
MRIN,Marin Software Incorporated,Technology,EDP Services
MARPS,Marine Petroleum Trust,Energy,Oil & Gas Production
MRNS,"Marinus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
MRKR,"Marker Therapeutics, Inc.",Health Care,Major Pharmaceuticals
MKTX,"MarketAxess Holdings, Inc.",Finance,Investment Bankers/Brokers/Service
MRLN,Marlin Business Services Corp.,Finance,Major Banks
MAR,Marriott International,Consumer Services,Hotels/Resorts
MBII,"Marrone Bio Innovations, Inc.",Basic Industries,Agricultural Chemicals
MRTN,"Marten Transport, Ltd.",Transportation,Trucking Freight/Courier Services
MMLP,Martin Midstream Partners L.P.,Energy,Oil Refining/Marketing
MRVL,Marvell Technology Group Ltd.,Technology,Semiconductors
MASI,Masimo Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MCFT,"MasterCraft Boat Holdings, Inc.",Capital Goods,Marine Transportation
MTCH,"Match Group, Inc.",Technology,"Computer Software: Programming, Data Processing"
MTLS,Materialise NV,Technology,Computer Software: Prepackaged Software
MTRX,Matrix Service Company,Basic Industries,Engineering & Construction
MAT,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys
MATW,Matthews International Corporation,Capital Goods,Metal Fabrications
MXIM,"Maxim Integrated Products, Inc.",Technology,Semiconductors
MGRC,McGrath RentCorp,Technology,Diversified Commercial Services
MDCA,MDC Partners Inc.,Technology,Advertising
MDJH,MDJM LTD,Finance,Real Estate
MDRR,"Medalist Diversified REIT, Inc.",Consumer Services,Real Estate Investment Trusts
MDRRP,"Medalist Diversified REIT, Inc.",Consumer Services,Real Estate Investment Trusts
MBNKP,Medallion Bank,n/a,n/a
MFIN,Medallion Financial Corp.,Finance,Finance: Consumer Services
MFINL,Medallion Financial Corp.,Finance,Finance: Consumer Services
MDIA,Mediaco Holding Inc.,Consumer Services,Broadcasting
MNOV,"MediciNova, Inc.",Health Care,Major Pharmaceuticals
MDGS,Medigus Ltd.,Health Care,Medical/Dental Instruments
MDGSW,Medigus Ltd.,Health Care,Medical/Dental Instruments
MDWD,MediWound Ltd.,Consumer Durables,Specialty Chemicals
MEDP,"Medpace Holdings, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEIP,"MEI Pharma, Inc.",Health Care,Major Pharmaceuticals
MGTX,MeiraGTx Holdings plc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MLCO,Melco Resorts & Entertainment Limited,Consumer Services,Hotels/Resorts
MLNX,"Mellanox Technologies, Ltd.",Technology,Semiconductors
MNLO,Menlo Therapeutics Inc.,Health Care,Major Pharmaceuticals
MTSL,MER Telemanagement Solutions Ltd.,Public Utilities,Telecommunications Equipment
MELI,"MercadoLibre, Inc.",Miscellaneous,Business Services
MBWM,Mercantile Bank Corporation,Finance,Major Banks
MERC,Mercer International Inc.,Basic Industries,Paper
MBIN,Merchants Bancorp,Finance,Major Banks
MBINO,Merchants Bancorp,Finance,Major Banks
MBINP,Merchants Bancorp,Finance,Major Banks
MRCY,Mercury Systems Inc,Capital Goods,Electrical Products
MREO,Mereo BioPharma Group plc,Health Care,Major Pharmaceuticals
MCMJ,Merida Merger Corp. I,Finance,Business Services
MCMJW,Merida Merger Corp. I,Finance,Business Services
EBSB,"Meridian Bancorp, Inc.",Finance,Major Banks
VIVO,Meridian Bioscience Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MRBK,Meridian Corporation,n/a,n/a
MMSI,"Merit Medical Systems, Inc.",Health Care,Medical/Dental Instruments
SNUG,Merlyn.AI Tactical Growth & Income ETF,n/a,n/a
MACK,"Merrimack Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
MRSN,"Mersana Therapeutics, Inc.",Health Care,Major Pharmaceuticals
MRUS,Merus N.V.,Health Care,Major Pharmaceuticals
MESA,"Mesa Air Group, Inc.",Transportation,Air Freight/Delivery Services
MLAB,"Mesa Laboratories, Inc.",Capital Goods,Industrial Machinery/Components
MESO,Mesoblast Limited,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CASH,"Meta Financial Group, Inc.",Finance,Savings Institutions
MEOH,Methanex Corporation,Basic Industries,Major Chemicals
MCBS,"MetroCity Bankshares, Inc.",Finance,Major Banks
MGEE,MGE Energy Inc.,Energy,Electric Utilities: Central
MGPI,"MGP Ingredients, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
MBOT,Microbot Medical Inc. ,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MCHP,Microchip Technology Incorporated,Technology,Semiconductors
MU,"Micron Technology, Inc.",Technology,Semiconductors
MSFT,Microsoft Corporation,Technology,Computer Software: Prepackaged Software
MSTR,MicroStrategy Incorporated,Technology,Computer Software: Prepackaged Software
MVIS,"Microvision, Inc.",Capital Goods,Industrial Machinery/Components
MICT,"MICT, Inc.",Capital Goods,Electrical Products
MPB,Mid Penn Bancorp,Finance,Major Banks
MTP,Midatech Pharma PLC,Health Care,Major Pharmaceuticals
MCEP,"Mid-Con Energy Partners, LP",Energy,Oil & Gas Production
MBCN,Middlefield Banc Corp.,Finance,Major Banks
MSEX,Middlesex Water Company,Public Utilities,Water Supply
MSBI,"Midland States Bancorp, Inc.",Finance,Major Banks
MSVB,"Mid-Southern Bancorp, Inc.",Finance,Savings Institutions
MOFG,"MidWestOne Financial Group, Inc.",Finance,Major Banks
MIST,Milestone Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
MLND,"Millendo Therapeutics, Inc. ",Health Care,Major Pharmaceuticals
TIGO,Millicom International Cellular S.A.,Public Utilities,Telecommunications Equipment
MIME,Mimecast Limited,Technology,Computer Software: Prepackaged Software
MNDO,MIND C.T.I. Ltd.,Technology,EDP Services
NERV,"Minerva Neurosciences, Inc",Health Care,Major Pharmaceuticals
MGEN,"Miragen Therapeutics, Inc.",Health Care,Medical Specialities
MRTX,"Mirati Therapeutics, Inc.",Health Care,Major Pharmaceuticals
MIRM,"Mirum Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
MSON,"MISONIX, Inc.",Capital Goods,Medical Specialities
MIND,"Mitcham Industries, Inc.",Technology,Diversified Commercial Services
MINDP,"Mitcham Industries, Inc.",Technology,Diversified Commercial Services
MITK,"Mitek Systems, Inc.",Technology,Computer peripheral equipment
MKSI,"MKS Instruments, Inc.",Capital Goods,Industrial Machinery/Components
MMAC,"MMA Capital Holdings, Inc.",Finance,Real Estate
MTC,"MMTec, Inc.",n/a,n/a
MINI,"Mobile Mini, Inc.",Capital Goods,Metal Fabrications
MOBL,"MobileIron, Inc.",Technology,Computer Software: Prepackaged Software
MRNA,"Moderna, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MOGO,Mogo Inc.,Finance,Finance: Consumer Services
MWK,"Mohawk Group Holdings, Inc.",Consumer Durables,Home Furnishings
MKD,Molecular Data Inc.,Miscellaneous,Business Services
MTEM,"Molecular Templates, Inc.",Health Care,Major Pharmaceuticals
MBRX,"Moleculin Biotech, Inc.",Health Care,Major Pharmaceuticals
MNTA,"Momenta Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MOMO,Momo Inc.,Technology,Computer Software: Prepackaged Software
MKGI,"Monaker Group, Inc.",Consumer Services,Transportation Services
